# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database may not 
# have received Director's approval.  Any such data values are qualified as provisional and 
# are subject to revision.  Provisional data are released on the condition that neither the 
# USGS nor the United States Government may be held liable for any damages resulting from its use.
#  Go to http://help.waterdata.usgs.gov/policies/provisional-data-statement for more information.
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2023-05-09 18:33:15 -04:00	(nadww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 12358500 M F Flathead River near West Glacier MT
# -----------------------------------------------------------------------------------
#
# TS_ID - An internal number representing a time series.
#
# Data provided for site 12358500
#    TS_ID       Parameter Description
#    82906       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
#     P  Provisional data subject to revision.
#     Ice  Value is affected by ice at the measurement site.
#
agency_cd	site_no	datetime	tz_cd	82906_00060	82906_00060_cd
USGS	12358500	2021-04-12 16:30	MDT	2340	A
USGS	12358500	2021-04-12 16:45	MDT	2340	A
USGS	12358500	2021-04-12 17:00	MDT	2340	A
USGS	12358500	2021-04-12 17:15	MDT	2340	A
USGS	12358500	2021-04-12 17:30	MDT	2340	A
USGS	12358500	2021-04-12 17:45	MDT	2320	A
USGS	12358500	2021-04-12 18:00	MDT	2320	A
USGS	12358500	2021-04-12 18:15	MDT	2320	A
USGS	12358500	2021-04-12 18:30	MDT	2320	A
USGS	12358500	2021-04-12 18:45	MDT	2320	A
USGS	12358500	2021-04-12 19:00	MDT	2320	A
USGS	12358500	2021-04-12 19:15	MDT	2300	A
USGS	12358500	2021-04-12 19:30	MDT	2320	A
USGS	12358500	2021-04-12 19:45	MDT	2300	A
USGS	12358500	2021-04-12 20:00	MDT	2300	A
USGS	12358500	2021-04-12 20:15	MDT	2300	A
USGS	12358500	2021-04-12 20:30	MDT	2300	A
USGS	12358500	2021-04-12 20:45	MDT	2300	A
USGS	12358500	2021-04-12 21:00	MDT	2290	A
USGS	12358500	2021-04-12 21:15	MDT	2290	A
USGS	12358500	2021-04-12 21:30	MDT	2290	A
USGS	12358500	2021-04-12 21:45	MDT	2290	A
USGS	12358500	2021-04-12 22:00	MDT	2290	A
USGS	12358500	2021-04-12 22:15	MDT	2290	A
USGS	12358500	2021-04-12 22:30	MDT	2290	A
USGS	12358500	2021-04-12 22:45	MDT	2270	A
USGS	12358500	2021-04-12 23:00	MDT	2270	A
USGS	12358500	2021-04-12 23:15	MDT	2270	A
USGS	12358500	2021-04-12 23:30	MDT	2270	A
USGS	12358500	2021-04-12 23:45	MDT	2270	A
USGS	12358500	2021-04-13 00:00	MDT	2250	A
USGS	12358500	2021-04-13 00:15	MDT	2250	A
USGS	12358500	2021-04-13 00:30	MDT	2250	A
USGS	12358500	2021-04-13 00:45	MDT	2250	A
USGS	12358500	2021-04-13 01:00	MDT	2250	A
USGS	12358500	2021-04-13 01:15	MDT	2250	A
USGS	12358500	2021-04-13 01:30	MDT	2250	A
USGS	12358500	2021-04-13 01:45	MDT	2250	A
USGS	12358500	2021-04-13 02:00	MDT	2250	A
USGS	12358500	2021-04-13 02:15	MDT	2230	A
USGS	12358500	2021-04-13 02:30	MDT	2250	A
USGS	12358500	2021-04-13 02:45	MDT	2250	A
USGS	12358500	2021-04-13 03:00	MDT	2230	A
USGS	12358500	2021-04-13 03:15	MDT	2230	A
USGS	12358500	2021-04-13 03:30	MDT	2230	A
USGS	12358500	2021-04-13 03:45	MDT	2230	A
USGS	12358500	2021-04-13 04:00	MDT	2230	A
USGS	12358500	2021-04-13 04:15	MDT	2230	A
USGS	12358500	2021-04-13 04:30	MDT	2230	A
USGS	12358500	2021-04-13 04:45	MDT	2230	A
USGS	12358500	2021-04-13 05:00	MDT	2230	A
USGS	12358500	2021-04-13 05:15	MDT	2210	A
USGS	12358500	2021-04-13 05:30	MDT	2230	A
USGS	12358500	2021-04-13 05:45	MDT	2210	A
USGS	12358500	2021-04-13 06:00	MDT	2230	A
USGS	12358500	2021-04-13 06:15	MDT	2210	A
USGS	12358500	2021-04-13 06:30	MDT	2210	A
USGS	12358500	2021-04-13 06:45	MDT	2210	A
USGS	12358500	2021-04-13 07:00	MDT	2210	A
USGS	12358500	2021-04-13 07:15	MDT	2210	A
USGS	12358500	2021-04-13 07:30	MDT	2210	A
USGS	12358500	2021-04-13 07:45	MDT	2210	A
USGS	12358500	2021-04-13 08:00	MDT	2210	A
USGS	12358500	2021-04-13 08:15	MDT	2210	A
USGS	12358500	2021-04-13 08:30	MDT	2190	A
USGS	12358500	2021-04-13 08:45	MDT	2210	A
USGS	12358500	2021-04-13 09:00	MDT	2210	A
USGS	12358500	2021-04-13 09:15	MDT	2210	A
USGS	12358500	2021-04-13 09:30	MDT	2210	A
USGS	12358500	2021-04-13 09:45	MDT	2210	A
USGS	12358500	2021-04-13 10:00	MDT	2210	A
USGS	12358500	2021-04-13 10:15	MDT	2210	A
USGS	12358500	2021-04-13 10:30	MDT	2210	A
USGS	12358500	2021-04-13 10:45	MDT	2210	A
USGS	12358500	2021-04-13 11:00	MDT	2210	A
USGS	12358500	2021-04-13 11:15	MDT	2210	A
USGS	12358500	2021-04-13 11:30	MDT	2210	A
USGS	12358500	2021-04-13 11:45	MDT	2210	A
USGS	12358500	2021-04-13 12:00	MDT	2210	A
USGS	12358500	2021-04-13 12:15	MDT	2190	A
USGS	12358500	2021-04-13 12:30	MDT	2210	A
USGS	12358500	2021-04-13 12:45	MDT	2210	A
USGS	12358500	2021-04-13 13:00	MDT	2210	A
USGS	12358500	2021-04-13 13:15	MDT	2210	A
USGS	12358500	2021-04-13 13:30	MDT	2190	A
USGS	12358500	2021-04-13 13:45	MDT	2210	A
USGS	12358500	2021-04-13 14:00	MDT	2190	A
USGS	12358500	2021-04-13 14:15	MDT	2190	A
USGS	12358500	2021-04-13 14:30	MDT	2190	A
USGS	12358500	2021-04-13 14:45	MDT	2190	A
USGS	12358500	2021-04-13 15:00	MDT	2190	A
USGS	12358500	2021-04-13 15:15	MDT	2190	A
USGS	12358500	2021-04-13 15:30	MDT	2190	A
USGS	12358500	2021-04-13 15:45	MDT	2190	A
USGS	12358500	2021-04-13 16:00	MDT	2190	A
USGS	12358500	2021-04-13 16:15	MDT	2190	A
USGS	12358500	2021-04-13 16:30	MDT	2190	A
USGS	12358500	2021-04-13 16:45	MDT	2170	A
USGS	12358500	2021-04-13 17:00	MDT	2170	A
USGS	12358500	2021-04-13 17:15	MDT	2170	A
USGS	12358500	2021-04-13 17:30	MDT	2170	A
USGS	12358500	2021-04-13 17:45	MDT	2170	A
USGS	12358500	2021-04-13 18:00	MDT	2170	A
USGS	12358500	2021-04-13 18:15	MDT	2170	A
USGS	12358500	2021-04-13 18:30	MDT	2150	A
USGS	12358500	2021-04-13 18:45	MDT	2170	A
USGS	12358500	2021-04-13 19:00	MDT	2150	A
USGS	12358500	2021-04-13 19:15	MDT	2150	A
USGS	12358500	2021-04-13 19:30	MDT	2150	A
USGS	12358500	2021-04-13 19:45	MDT	2150	A
USGS	12358500	2021-04-13 20:00	MDT	2150	A
USGS	12358500	2021-04-13 20:15	MDT	2150	A
USGS	12358500	2021-04-13 20:30	MDT	2150	A
USGS	12358500	2021-04-13 20:45	MDT	2130	A
USGS	12358500	2021-04-13 21:00	MDT	2150	A
USGS	12358500	2021-04-13 21:15	MDT	2130	A
USGS	12358500	2021-04-13 21:30	MDT	2150	A
USGS	12358500	2021-04-13 21:45	MDT	2130	A
USGS	12358500	2021-04-13 22:00	MDT	2130	A
USGS	12358500	2021-04-13 22:15	MDT	2130	A
USGS	12358500	2021-04-13 22:30	MDT	2130	A
USGS	12358500	2021-04-13 22:45	MDT	2130	A
USGS	12358500	2021-04-13 23:00	MDT	2130	A
USGS	12358500	2021-04-13 23:15	MDT	2130	A
USGS	12358500	2021-04-13 23:30	MDT	2130	A
USGS	12358500	2021-04-13 23:45	MDT	2120	A
USGS	12358500	2021-04-14 00:00	MDT	2120	A
USGS	12358500	2021-04-14 00:15	MDT	2120	A
USGS	12358500	2021-04-14 00:30	MDT	2120	A
USGS	12358500	2021-04-14 00:45	MDT	2120	A
USGS	12358500	2021-04-14 01:00	MDT	2120	A
USGS	12358500	2021-04-14 01:15	MDT	2120	A
USGS	12358500	2021-04-14 01:30	MDT	2120	A
USGS	12358500	2021-04-14 01:45	MDT	2120	A
USGS	12358500	2021-04-14 02:00	MDT	2100	A
USGS	12358500	2021-04-14 02:15	MDT	2100	A
USGS	12358500	2021-04-14 02:30	MDT	2100	A
USGS	12358500	2021-04-14 02:45	MDT	2100	A
USGS	12358500	2021-04-14 03:00	MDT	2100	A
USGS	12358500	2021-04-14 03:15	MDT	2100	A
USGS	12358500	2021-04-14 03:30	MDT	2100	A
USGS	12358500	2021-04-14 03:45	MDT	2100	A
USGS	12358500	2021-04-14 04:00	MDT	2100	A
USGS	12358500	2021-04-14 04:15	MDT	2080	A
USGS	12358500	2021-04-14 04:30	MDT	2080	A
USGS	12358500	2021-04-14 04:45	MDT	2080	A
USGS	12358500	2021-04-14 05:00	MDT	2080	A
USGS	12358500	2021-04-14 05:15	MDT	2080	A
USGS	12358500	2021-04-14 05:30	MDT	2080	A
USGS	12358500	2021-04-14 05:45	MDT	2080	A
USGS	12358500	2021-04-14 06:00	MDT	2080	A
USGS	12358500	2021-04-14 06:15	MDT	2080	A
USGS	12358500	2021-04-14 06:30	MDT	2060	A
USGS	12358500	2021-04-14 06:45	MDT	2060	A
USGS	12358500	2021-04-14 07:00	MDT	2060	A
USGS	12358500	2021-04-14 07:15	MDT	2060	A
USGS	12358500	2021-04-14 07:30	MDT	2060	A
USGS	12358500	2021-04-14 07:45	MDT	2060	A
USGS	12358500	2021-04-14 08:00	MDT	2060	A
USGS	12358500	2021-04-14 08:15	MDT	2060	A
USGS	12358500	2021-04-14 08:30	MDT	2060	A
USGS	12358500	2021-04-14 08:45	MDT	2060	A
USGS	12358500	2021-04-14 09:00	MDT	2060	A
USGS	12358500	2021-04-14 09:15	MDT	2060	A
USGS	12358500	2021-04-14 09:30	MDT	2060	A
USGS	12358500	2021-04-14 09:45	MDT	2060	A
USGS	12358500	2021-04-14 10:00	MDT	2060	A
USGS	12358500	2021-04-14 10:15	MDT	2060	A
USGS	12358500	2021-04-14 10:30	MDT	2040	A
USGS	12358500	2021-04-14 10:45	MDT	2040	A
USGS	12358500	2021-04-14 11:00	MDT	2060	A
USGS	12358500	2021-04-14 11:15	MDT	2060	A
USGS	12358500	2021-04-14 11:30	MDT	2060	A
USGS	12358500	2021-04-14 11:45	MDT	2040	A
USGS	12358500	2021-04-14 12:00	MDT	2060	A
USGS	12358500	2021-04-14 12:15	MDT	2040	A
USGS	12358500	2021-04-14 12:30	MDT	2040	A
USGS	12358500	2021-04-14 12:45	MDT	2040	A
USGS	12358500	2021-04-14 13:00	MDT	2040	A
USGS	12358500	2021-04-14 13:15	MDT	2040	A
USGS	12358500	2021-04-14 13:30	MDT	2040	A
USGS	12358500	2021-04-14 13:45	MDT	2040	A
USGS	12358500	2021-04-14 14:00	MDT	2040	A
USGS	12358500	2021-04-14 14:15	MDT	2040	A
USGS	12358500	2021-04-14 14:30	MDT	2040	A
USGS	12358500	2021-04-14 14:45	MDT	2040	A
USGS	12358500	2021-04-14 15:00	MDT	2040	A
USGS	12358500	2021-04-14 15:15	MDT	2040	A
USGS	12358500	2021-04-14 15:30	MDT	2040	A
USGS	12358500	2021-04-14 15:45	MDT	2040	A
USGS	12358500	2021-04-14 16:00	MDT	2030	A
USGS	12358500	2021-04-14 16:15	MDT	2030	A
USGS	12358500	2021-04-14 16:30	MDT	2040	A
USGS	12358500	2021-04-14 16:45	MDT	2030	A
USGS	12358500	2021-04-14 17:00	MDT	2030	A
USGS	12358500	2021-04-14 17:15	MDT	2030	A
USGS	12358500	2021-04-14 17:30	MDT	2030	A
USGS	12358500	2021-04-14 17:45	MDT	2030	A
USGS	12358500	2021-04-14 18:00	MDT	2030	A
USGS	12358500	2021-04-14 18:15	MDT	2030	A
USGS	12358500	2021-04-14 18:30	MDT	2030	A
USGS	12358500	2021-04-14 18:45	MDT	2010	A
USGS	12358500	2021-04-14 19:00	MDT	2010	A
USGS	12358500	2021-04-14 19:15	MDT	2010	A
USGS	12358500	2021-04-14 19:30	MDT	2010	A
USGS	12358500	2021-04-14 19:45	MDT	2010	A
USGS	12358500	2021-04-14 20:00	MDT	2010	A
USGS	12358500	2021-04-14 20:15	MDT	2010	A
USGS	12358500	2021-04-14 20:30	MDT	2010	A
USGS	12358500	2021-04-14 20:45	MDT	2010	A
USGS	12358500	2021-04-14 21:00	MDT	2010	A
USGS	12358500	2021-04-14 21:15	MDT	2010	A
USGS	12358500	2021-04-14 21:30	MDT	1990	A
USGS	12358500	2021-04-14 21:45	MDT	1990	A
USGS	12358500	2021-04-14 22:00	MDT	1990	A
USGS	12358500	2021-04-14 22:15	MDT	1990	A
USGS	12358500	2021-04-14 22:30	MDT	1990	A
USGS	12358500	2021-04-14 22:45	MDT	1990	A
USGS	12358500	2021-04-14 23:00	MDT	1990	A
USGS	12358500	2021-04-14 23:15	MDT	1990	A
USGS	12358500	2021-04-14 23:30	MDT	1990	A
USGS	12358500	2021-04-14 23:45	MDT	1990	A
USGS	12358500	2021-04-15 00:00	MDT	1990	A
USGS	12358500	2021-04-15 00:15	MDT	1990	A
USGS	12358500	2021-04-15 00:30	MDT	1990	A
USGS	12358500	2021-04-15 00:45	MDT	1990	A
USGS	12358500	2021-04-15 01:00	MDT	1970	A
USGS	12358500	2021-04-15 01:15	MDT	1970	A
USGS	12358500	2021-04-15 01:30	MDT	1970	A
USGS	12358500	2021-04-15 01:45	MDT	1970	A
USGS	12358500	2021-04-15 02:00	MDT	1970	A
USGS	12358500	2021-04-15 02:15	MDT	1970	A
USGS	12358500	2021-04-15 02:30	MDT	1970	A
USGS	12358500	2021-04-15 02:45	MDT	1970	A
USGS	12358500	2021-04-15 03:00	MDT	1970	A
USGS	12358500	2021-04-15 03:15	MDT	1970	A
USGS	12358500	2021-04-15 03:30	MDT	1970	A
USGS	12358500	2021-04-15 03:45	MDT	1970	A
USGS	12358500	2021-04-15 04:00	MDT	1970	A
USGS	12358500	2021-04-15 04:15	MDT	1950	A
USGS	12358500	2021-04-15 04:30	MDT	1970	A
USGS	12358500	2021-04-15 04:45	MDT	1950	A
USGS	12358500	2021-04-15 05:00	MDT	1950	A
USGS	12358500	2021-04-15 05:15	MDT	1950	A
USGS	12358500	2021-04-15 05:30	MDT	1970	A
USGS	12358500	2021-04-15 05:45	MDT	1950	A
USGS	12358500	2021-04-15 06:00	MDT	1950	A
USGS	12358500	2021-04-15 06:15	MDT	1950	A
USGS	12358500	2021-04-15 06:30	MDT	1950	A
USGS	12358500	2021-04-15 06:45	MDT	1950	A
USGS	12358500	2021-04-15 07:00	MDT	1950	A
USGS	12358500	2021-04-15 07:15	MDT	1950	A
USGS	12358500	2021-04-15 07:30	MDT	1950	A
USGS	12358500	2021-04-15 07:45	MDT	1950	A
USGS	12358500	2021-04-15 08:00	MDT	1950	A
USGS	12358500	2021-04-15 08:15	MDT	1950	A
USGS	12358500	2021-04-15 08:30	MDT	1940	A
USGS	12358500	2021-04-15 08:45	MDT	1950	A
USGS	12358500	2021-04-15 09:00	MDT	1950	A
USGS	12358500	2021-04-15 09:15	MDT	1940	A
USGS	12358500	2021-04-15 09:30	MDT	1940	A
USGS	12358500	2021-04-15 09:45	MDT	1940	A
USGS	12358500	2021-04-15 10:00	MDT	1940	A
USGS	12358500	2021-04-15 10:15	MDT	1940	A
USGS	12358500	2021-04-15 10:30	MDT	1940	A
USGS	12358500	2021-04-15 10:45	MDT	1940	A
USGS	12358500	2021-04-15 11:00	MDT	1940	A
USGS	12358500	2021-04-15 11:15	MDT	1940	A
USGS	12358500	2021-04-15 11:30	MDT	1940	A
USGS	12358500	2021-04-15 11:45	MDT	1940	A
USGS	12358500	2021-04-15 12:00	MDT	1940	A
USGS	12358500	2021-04-15 12:15	MDT	1940	A
USGS	12358500	2021-04-15 12:30	MDT	1920	A
USGS	12358500	2021-04-15 12:45	MDT	1940	A
USGS	12358500	2021-04-15 13:00	MDT	1920	A
USGS	12358500	2021-04-15 13:15	MDT	1920	A
USGS	12358500	2021-04-15 13:30	MDT	1920	A
USGS	12358500	2021-04-15 13:45	MDT	1920	A
USGS	12358500	2021-04-15 14:00	MDT	1920	A
USGS	12358500	2021-04-15 14:15	MDT	1920	A
USGS	12358500	2021-04-15 14:30	MDT	1920	A
USGS	12358500	2021-04-15 14:45	MDT	1920	A
USGS	12358500	2021-04-15 15:00	MDT	1920	A
USGS	12358500	2021-04-15 15:15	MDT	1920	A
USGS	12358500	2021-04-15 15:30	MDT	1920	A
USGS	12358500	2021-04-15 15:45	MDT	1920	A
USGS	12358500	2021-04-15 16:00	MDT	1920	A
USGS	12358500	2021-04-15 16:15	MDT	1920	A
USGS	12358500	2021-04-15 16:30	MDT	1920	A
USGS	12358500	2021-04-15 16:45	MDT	1920	A
USGS	12358500	2021-04-15 17:00	MDT	1920	A
USGS	12358500	2021-04-15 17:15	MDT	1900	A
USGS	12358500	2021-04-15 17:30	MDT	1900	A
USGS	12358500	2021-04-15 17:45	MDT	1900	A
USGS	12358500	2021-04-15 18:00	MDT	1900	A
USGS	12358500	2021-04-15 18:15	MDT	1900	A
USGS	12358500	2021-04-15 18:30	MDT	1900	A
USGS	12358500	2021-04-15 18:45	MDT	1920	A
USGS	12358500	2021-04-15 19:00	MDT	1900	A
USGS	12358500	2021-04-15 19:15	MDT	1900	A
USGS	12358500	2021-04-15 19:30	MDT	1900	A
USGS	12358500	2021-04-15 19:45	MDT	1900	A
USGS	12358500	2021-04-15 20:00	MDT	1900	A
USGS	12358500	2021-04-15 20:15	MDT	1900	A
USGS	12358500	2021-04-15 20:30	MDT	1900	A
USGS	12358500	2021-04-15 20:45	MDT	1900	A
USGS	12358500	2021-04-15 21:00	MDT	1900	A
USGS	12358500	2021-04-15 21:15	MDT	1900	A
USGS	12358500	2021-04-15 21:30	MDT	1900	A
USGS	12358500	2021-04-15 21:45	MDT	1900	A
USGS	12358500	2021-04-15 22:00	MDT	1890	A
USGS	12358500	2021-04-15 22:15	MDT	1890	A
USGS	12358500	2021-04-15 22:30	MDT	1900	A
USGS	12358500	2021-04-15 22:45	MDT	1890	A
USGS	12358500	2021-04-15 23:00	MDT	1900	A
USGS	12358500	2021-04-15 23:15	MDT	1890	A
USGS	12358500	2021-04-15 23:30	MDT	1890	A
USGS	12358500	2021-04-15 23:45	MDT	1890	A
USGS	12358500	2021-04-16 00:00	MDT	1890	A
USGS	12358500	2021-04-16 00:15	MDT	1890	A
USGS	12358500	2021-04-16 00:30	MDT	1890	A
USGS	12358500	2021-04-16 00:45	MDT	1890	A
USGS	12358500	2021-04-16 01:00	MDT	1890	A
USGS	12358500	2021-04-16 01:15	MDT	1890	A
USGS	12358500	2021-04-16 01:30	MDT	1890	A
USGS	12358500	2021-04-16 01:45	MDT	1890	A
USGS	12358500	2021-04-16 02:00	MDT	1890	A
USGS	12358500	2021-04-16 02:15	MDT	1890	A
USGS	12358500	2021-04-16 02:30	MDT	1890	A
USGS	12358500	2021-04-16 02:45	MDT	1890	A
USGS	12358500	2021-04-16 03:00	MDT	1890	A
USGS	12358500	2021-04-16 03:15	MDT	1890	A
USGS	12358500	2021-04-16 03:30	MDT	1890	A
USGS	12358500	2021-04-16 03:45	MDT	1890	A
USGS	12358500	2021-04-16 04:00	MDT	1890	A
USGS	12358500	2021-04-16 04:15	MDT	1890	A
USGS	12358500	2021-04-16 04:30	MDT	1870	A
USGS	12358500	2021-04-16 04:45	MDT	1890	A
USGS	12358500	2021-04-16 05:00	MDT	1890	A
USGS	12358500	2021-04-16 05:15	MDT	1890	A
USGS	12358500	2021-04-16 05:30	MDT	1890	A
USGS	12358500	2021-04-16 05:45	MDT	1870	A
USGS	12358500	2021-04-16 06:00	MDT	1870	A
USGS	12358500	2021-04-16 06:15	MDT	1870	A
USGS	12358500	2021-04-16 06:30	MDT	1870	A
USGS	12358500	2021-04-16 06:45	MDT	1870	A
USGS	12358500	2021-04-16 07:00	MDT	1870	A
USGS	12358500	2021-04-16 07:15	MDT	1870	A
USGS	12358500	2021-04-16 07:30	MDT	1870	A
USGS	12358500	2021-04-16 07:45	MDT	1870	A
USGS	12358500	2021-04-16 08:00	MDT	1870	A
USGS	12358500	2021-04-16 08:15	MDT	1870	A
USGS	12358500	2021-04-16 08:30	MDT	1870	A
USGS	12358500	2021-04-16 08:45	MDT	1870	A
USGS	12358500	2021-04-16 09:00	MDT	1870	A
USGS	12358500	2021-04-16 09:15	MDT	1870	A
USGS	12358500	2021-04-16 09:30	MDT	1870	A
USGS	12358500	2021-04-16 09:45	MDT	1870	A
USGS	12358500	2021-04-16 10:00	MDT	1870	A
USGS	12358500	2021-04-16 10:15	MDT	1870	A
USGS	12358500	2021-04-16 10:30	MDT	1870	A
USGS	12358500	2021-04-16 10:45	MDT	1850	A
USGS	12358500	2021-04-16 11:00	MDT	1850	A
USGS	12358500	2021-04-16 11:15	MDT	1850	A
USGS	12358500	2021-04-16 11:30	MDT	1850	A
USGS	12358500	2021-04-16 11:45	MDT	1850	A
USGS	12358500	2021-04-16 12:00	MDT	1850	A
USGS	12358500	2021-04-16 12:15	MDT	1850	A
USGS	12358500	2021-04-16 12:30	MDT	1850	A
USGS	12358500	2021-04-16 12:45	MDT	1850	A
USGS	12358500	2021-04-16 13:00	MDT	1850	A
USGS	12358500	2021-04-16 13:15	MDT	1850	A
USGS	12358500	2021-04-16 13:30	MDT	1850	A
USGS	12358500	2021-04-16 13:45	MDT	1850	A
USGS	12358500	2021-04-16 14:00	MDT	1850	A
USGS	12358500	2021-04-16 14:15	MDT	1850	A
USGS	12358500	2021-04-16 14:30	MDT	1830	A
USGS	12358500	2021-04-16 14:45	MDT	1850	A
USGS	12358500	2021-04-16 15:00	MDT	1830	A
USGS	12358500	2021-04-16 15:15	MDT	1830	A
USGS	12358500	2021-04-16 15:30	MDT	1850	A
USGS	12358500	2021-04-16 15:45	MDT	1830	A
USGS	12358500	2021-04-16 16:00	MDT	1830	A
USGS	12358500	2021-04-16 16:15	MDT	1830	A
USGS	12358500	2021-04-16 16:30	MDT	1830	A
USGS	12358500	2021-04-16 16:45	MDT	1830	A
USGS	12358500	2021-04-16 17:00	MDT	1830	A
USGS	12358500	2021-04-16 17:15	MDT	1830	A
USGS	12358500	2021-04-16 17:30	MDT	1830	A
USGS	12358500	2021-04-16 17:45	MDT	1830	A
USGS	12358500	2021-04-16 18:00	MDT	1830	A
USGS	12358500	2021-04-16 18:15	MDT	1830	A
USGS	12358500	2021-04-16 18:30	MDT	1830	A
USGS	12358500	2021-04-16 18:45	MDT	1830	A
USGS	12358500	2021-04-16 19:00	MDT	1830	A
USGS	12358500	2021-04-16 19:15	MDT	1830	A
USGS	12358500	2021-04-16 19:30	MDT	1830	A
USGS	12358500	2021-04-16 19:45	MDT	1830	A
USGS	12358500	2021-04-16 20:00	MDT	1830	A
USGS	12358500	2021-04-16 20:15	MDT	1830	A
USGS	12358500	2021-04-16 20:30	MDT	1830	A
USGS	12358500	2021-04-16 20:45	MDT	1830	A
USGS	12358500	2021-04-16 21:00	MDT	1830	A
USGS	12358500	2021-04-16 21:15	MDT	1830	A
USGS	12358500	2021-04-16 21:30	MDT	1830	A
USGS	12358500	2021-04-16 21:45	MDT	1830	A
USGS	12358500	2021-04-16 22:00	MDT	1830	A
USGS	12358500	2021-04-16 22:15	MDT	1830	A
USGS	12358500	2021-04-16 22:30	MDT	1830	A
USGS	12358500	2021-04-16 22:45	MDT	1830	A
USGS	12358500	2021-04-16 23:00	MDT	1830	A
USGS	12358500	2021-04-16 23:15	MDT	1830	A
USGS	12358500	2021-04-16 23:30	MDT	1830	A
USGS	12358500	2021-04-16 23:45	MDT	1830	A
USGS	12358500	2021-04-17 00:00	MDT	1830	A
USGS	12358500	2021-04-17 00:15	MDT	1830	A
USGS	12358500	2021-04-17 00:30	MDT	1830	A
USGS	12358500	2021-04-17 00:45	MDT	1830	A
USGS	12358500	2021-04-17 01:00	MDT	1830	A
USGS	12358500	2021-04-17 01:15	MDT	1830	A
USGS	12358500	2021-04-17 01:30	MDT	1830	A
USGS	12358500	2021-04-17 01:45	MDT	1830	A
USGS	12358500	2021-04-17 02:00	MDT	1830	A
USGS	12358500	2021-04-17 02:15	MDT	1830	A
USGS	12358500	2021-04-17 02:30	MDT	1830	A
USGS	12358500	2021-04-17 02:45	MDT	1830	A
USGS	12358500	2021-04-17 03:00	MDT	1830	A
USGS	12358500	2021-04-17 03:15	MDT	1830	A
USGS	12358500	2021-04-17 03:30	MDT	1830	A
USGS	12358500	2021-04-17 03:45	MDT	1830	A
USGS	12358500	2021-04-17 04:00	MDT	1830	A
USGS	12358500	2021-04-17 04:15	MDT	1830	A
USGS	12358500	2021-04-17 04:30	MDT	1830	A
USGS	12358500	2021-04-17 04:45	MDT	1830	A
USGS	12358500	2021-04-17 05:00	MDT	1830	A
USGS	12358500	2021-04-17 05:15	MDT	1830	A
USGS	12358500	2021-04-17 05:30	MDT	1830	A
USGS	12358500	2021-04-17 05:45	MDT	1830	A
USGS	12358500	2021-04-17 06:00	MDT	1830	A
USGS	12358500	2021-04-17 06:15	MDT	1830	A
USGS	12358500	2021-04-17 06:30	MDT	1830	A
USGS	12358500	2021-04-17 06:45	MDT	1830	A
USGS	12358500	2021-04-17 07:00	MDT	1850	A
USGS	12358500	2021-04-17 07:15	MDT	1830	A
USGS	12358500	2021-04-17 07:30	MDT	1850	A
USGS	12358500	2021-04-17 07:45	MDT	1850	A
USGS	12358500	2021-04-17 08:00	MDT	1850	A
USGS	12358500	2021-04-17 08:15	MDT	1850	A
USGS	12358500	2021-04-17 08:30	MDT	1850	A
USGS	12358500	2021-04-17 08:45	MDT	1850	A
USGS	12358500	2021-04-17 09:00	MDT	1850	A
USGS	12358500	2021-04-17 09:15	MDT	1850	A
USGS	12358500	2021-04-17 09:30	MDT	1850	A
USGS	12358500	2021-04-17 09:45	MDT	1850	A
USGS	12358500	2021-04-17 10:00	MDT	1850	A
USGS	12358500	2021-04-17 10:15	MDT	1850	A
USGS	12358500	2021-04-17 10:30	MDT	1850	A
USGS	12358500	2021-04-17 10:45	MDT	1850	A
USGS	12358500	2021-04-17 11:00	MDT	1850	A
USGS	12358500	2021-04-17 11:15	MDT	1850	A
USGS	12358500	2021-04-17 11:30	MDT	1850	A
USGS	12358500	2021-04-17 11:45	MDT	1850	A
USGS	12358500	2021-04-17 12:00	MDT	1850	A
USGS	12358500	2021-04-17 12:15	MDT	1850	A
USGS	12358500	2021-04-17 12:30	MDT	1850	A
USGS	12358500	2021-04-17 12:45	MDT	1850	A
USGS	12358500	2021-04-17 13:00	MDT	1850	A
USGS	12358500	2021-04-17 13:15	MDT	1850	A
USGS	12358500	2021-04-17 13:30	MDT	1850	A
USGS	12358500	2021-04-17 13:45	MDT	1850	A
USGS	12358500	2021-04-17 14:00	MDT	1850	A
USGS	12358500	2021-04-17 14:15	MDT	1850	A
USGS	12358500	2021-04-17 14:30	MDT	1850	A
USGS	12358500	2021-04-17 14:45	MDT	1850	A
USGS	12358500	2021-04-17 15:00	MDT	1850	A
USGS	12358500	2021-04-17 15:15	MDT	1850	A
USGS	12358500	2021-04-17 15:30	MDT	1870	A
USGS	12358500	2021-04-17 15:45	MDT	1870	A
USGS	12358500	2021-04-17 16:00	MDT	1870	A
